date,rv,rv_corrected,num_binned_obs
2022-12-21,0.7624777242631979,0.7831178509085379,39
2022-12-23,1.7345268864242145,1.7510207152560988,42
2022-12-25,0.16889577969682182,0.45960114046438044,23
2022-12-26,-2.408019856760494,-2.3010609870877765,31
2023-01-03,1.9607505547503443,1.9181852457583874,25
2023-01-04,1.92003437700695,1.959749120990665,35
2023-01-07,2.141891699566058,2.138017267799963,40
2023-01-09,2.4029671434041444,2.1443375149119035,22
2023-01-10,1.3057503603793699,1.9094663189228562,7
2023-01-11,2.5345714210628203,2.9996517566159273,2
2023-01-13,2.311846887952835,2.2535221483748527,5
2023-01-19,5.748009701225637,5.759581189854218,41
2023-01-20,3.1945918287095036,3.1861792544559266,43
2023-01-21,0.6663815964474574,0.6593721628511741,40
2023-01-22,0.42575468910991804,0.2904146552679556,37
2023-01-23,0.5143697023677903,0.12979449039614738,18
2023-01-24,-0.7465468709924415,-0.7706167744274491,44
2023-01-25,-0.8551207875314447,-0.8561308871094991,42
2023-01-26,-0.9183822248048609,-0.9490999943756969,47
2023-01-27,0.2875756579716498,0.06704980933346032,34
2023-01-28,-0.3475770845772328,-0.027122143776200543,19
2023-01-29,0.449088386805667,0.40611188086881594,46
2023-01-30,0.7327196210274176,0.6866442756397972,45
2023-02-02,1.0684588962034243,0.6741676182879716,23
2023-02-03,2.5587053004714946,2.053306472275943,8
2023-02-04,2.566599611393575,2.4673134805016494,44
2023-03-01,-1.4798636901552034,-1.8894462524959654,9
2023-03-03,-0.19278130112804204,-0.1940039337678711,43
2023-03-04,1.9280905425537855,1.8829083841559553,44
2023-03-05,3.9707363377450293,3.5288520741524696,6
2023-03-08,2.3967285144911443,2.407254164235036,44
2023-03-09,2.198384480948998,2.1376104829251603,40
2023-03-13,0.7877464791471024,0.8042841626987286,21
2023-03-14,1.9328829783026562,1.7311536511328949,9
2023-03-17,-2.8515310737037436,-2.530374938391446,7
2023-04-01,-1.4136760942668471,-1.4033911962154104,42
2023-04-02,0.11406978385342229,0.11427464166716354,43
2023-04-03,-0.7834103884604892,-0.7729137091121892,46
2023-04-04,-1.531040769519493,-1.4957099456048881,41
2023-04-05,-0.8205037087615179,-1.0304115639671751,11
2023-04-06,-1.245916406833766,-1.2776083830525122,22
2023-04-07,-0.7030255421015025,-0.9517223519971738,3
2023-04-08,-0.09233720269949637,-0.19272896763970015,22
2023-04-09,0.5054043807178781,0.5856074668552969,35
2023-04-10,0.9522234770880003,0.8736891995250532,27
2023-04-12,2.438289499586894,2.4846212931600387,11
2023-04-13,1.2644180753019985,1.3372858133419234,35
2023-04-14,0.7159514544098299,0.7514103424778252,43
2023-04-15,1.9611969325060994,1.9746136597757769,47
2023-04-16,2.2486565493385586,2.219845958936279,37
2023-04-17,1.8509578045296404,1.8692576602138442,46
2023-04-18,2.017570606590311,2.0200574485816047,15
2023-04-19,0.09038816129592933,0.1039426934185367,46
2023-04-20,-0.3006239382907823,-0.2789210552632767,47
2023-04-21,-1.034173253121005,-1.0133745601776523,48
2023-04-22,-1.0616164260890366,-1.0526633345434098,45
2023-04-23,-0.5315418025418173,-0.44757164867812577,28
2023-04-24,0.06230827186201876,0.08538167041254431,48
2023-04-25,0.28519406956057514,0.29646042991699306,43
2023-04-26,0.675576226717036,0.6956903340692756,48
2023-04-27,0.9237412040148387,0.9516292072948344,41
2023-04-28,1.3321635953671949,1.3651106587966861,38
2023-04-29,0.3251481323410386,0.3389557689153265,42
2023-04-30,-0.3180314373579566,-0.46606882079910583,1
2023-05-02,-1.6927154956378279,-1.6640995707795005,45
2023-05-03,-0.9262957773187755,-0.9972563710813062,16
2023-05-04,0.7073978412086727,0.7304613480423826,46
2023-05-05,2.4604713475585993,2.4872580439821705,47
2023-05-06,2.5819307992046316,2.604856160881072,47
2023-05-07,3.4690412701192384,3.4680208563227333,30
2023-05-08,3.3414251297664603,3.3651836973106164,47
2023-05-09,1.4301858905143332,1.4556004054597143,47
2023-05-10,-0.1886094539560706,-0.13992213090181332,40
2023-05-11,-0.7868055134596217,-0.7684735340776959,42
2023-05-12,0.43505230322596256,0.4445633529383801,41
2023-05-13,1.7444725053113155,1.7623092286306001,41
2023-05-14,1.4218413797252762,1.324094972995004,18
2023-05-15,0.6129252323526571,0.5591831103199415,21
2023-05-16,-1.246338263846511,-1.3450986547881731,4
2023-05-17,-1.9977487960206681,-1.9886729317378473,4
2023-05-20,0.6927242713061303,0.6219330140609808,16
2023-05-21,2.939101287979925,2.9740328384401025,28
2023-05-22,3.6869004894523094,3.7202113208723544,38
2023-05-23,5.1781745049994665,5.255074494911807,36
2023-05-24,3.633504425144702,3.6693046060366035,42
2023-05-25,2.2433099270538315,2.279395206723934,39
2023-05-26,2.020208405839039,2.0622780433106906,43
2023-05-27,0.7431409218567393,0.7845467133654699,43
2023-05-28,-1.3224624111338237,-1.2779587079895547,44
2023-05-29,-3.913700919939301,-3.864352593915569,41
2023-05-30,-2.172547887400268,-2.176712094281871,28
2023-05-31,-2.9530250597370675,-2.9122925576528678,39
2023-06-02,-0.9004108988694864,-0.8625545446288211,38
2023-06-03,1.66032868742563,1.7027185627097272,32
2023-06-04,0.9656585195845423,0.9368073499177159,24
2023-06-06,4.084622781143492,4.196548208698178,28
2023-06-07,4.186446208860936,4.138901524086513,16
2023-06-08,4.513435930090141,4.65590470065717,11
2023-06-09,5.800650001473454,5.945576154636469,23
2023-06-10,4.426666841904764,4.455852802272398,40
2023-06-11,3.1197350448777987,3.1503182711170594,46
2023-06-12,-0.378389052324847,-0.31797644564182437,38
2023-06-13,-2.0110102284722906,-2.005012543293925,41
2023-06-14,-2.454526192728495,-2.4241958222126287,44
2023-06-15,-0.7234752017503546,-0.7046242572188395,47
2023-06-16,0.7150922247859554,0.7623582647013056,37
2023-06-17,2.9939397051532177,2.8641330966117167,23
2023-06-18,4.783077566773276,4.862986508349777,8
2023-06-19,5.4093360742767596,5.294562694066271,21
2023-06-20,4.352143238386478,4.363588783775254,28
2023-06-21,4.046874054299688,3.881852950838798,2
2023-06-22,3.7478101690550916,3.7665734424075685,43
2023-06-23,3.339725935804522,3.346705036314945,44
2023-06-24,3.121238448339313,3.117352202131775,43
2023-06-27,1.189287994792077,1.1996124128547465,45
2023-06-28,0.9715495227733599,0.9783304795018338,41
2023-06-29,-0.18817603474719533,-0.17822114303671077,42
2023-06-30,-1.43164809575302,-1.4107876518293474,38
2023-07-01,-1.2925914245851802,-1.2734387117021158,43
2023-07-02,-1.545401824059259,-1.5266348047243805,45
2023-07-03,1.145106673569492,1.1504935036932173,48
2023-07-04,2.543935798944569,2.546184692768739,47
2023-07-05,3.561427457808535,3.57087857467499,48
2023-07-06,3.3982639188677357,3.4107330543716543,46
2023-07-07,2.659714923927754,2.6746286116938123,45
2023-07-08,2.1810193707118084,2.185891549364451,47
2023-07-10,0.7139312548074599,0.6396085171863597,6
2023-07-11,0.1964217205232793,0.5337266475123885,2
2023-07-12,-0.5430312487485253,-0.33981256311227737,11
2023-07-14,0.9442320072493432,0.7588001130280673,14
2023-07-15,1.7044999005647523,1.9024589412539494,13
2023-07-16,3.909876439548606,3.913643082970819,3
2023-07-19,5.482846172478658,5.389425186076936,27
2023-07-21,2.287249536909433,2.239407587726367,33
2023-07-22,2.727357240495248,2.6512269671029034,21
2023-07-24,2.2620250317607318,2.230525939815889,15
2023-07-27,0.26918793664484575,0.268052397061404,39
2023-07-30,2.312804210251162,2.2976465235078622,32
2023-07-31,2.8090205115353415,2.6030340238168277,21
2023-08-01,2.861141492008402,2.4293838218635253,3
2023-08-02,2.659074142120717,2.733111730538232,37
2023-08-03,1.7919877887287061,1.7956427671116633,42
2023-08-04,1.765895203674923,1.7760076881593139,39
2023-08-05,0.7011487292802224,0.6903024099147922,47
2023-08-06,0.8952010639402315,0.8690171956505146,46
2023-08-08,0.5840120395903623,0.7254490383881759,6
2023-08-11,0.328331417600124,0.8207051413284294,2
2023-08-12,1.3476193112733217,1.3132713152708257,20
2023-08-13,1.9064859713622804,1.3992969953968777,3
2023-08-14,2.981214740610193,3.034658032847762,33
2023-08-15,3.3613250320224193,2.979950475572124,1
2023-08-17,1.6595711393188786,1.5138344278118498,32
2023-08-22,0.3129129685266445,0.19175697152813637,32
2023-08-23,1.3221463788089958,1.032612073075879,6
2023-08-25,1.1875593296342677,0.7163219501298042,11
2023-08-26,1.0309793946794112,1.1460909611431043,15
2023-08-27,0.5874148718757211,0.4468995063744826,22
2023-08-28,-0.2689404398466172,-0.48905686819508254,24
2023-08-29,-1.615981849327579,-1.7551586005033033,34
2023-08-30,-1.8745875381030075,-2.144759120887243,20
2023-09-02,-0.2016114782520494,0.38610934271364816,2
2023-09-03,1.2930313676453609,1.665427021446978,20
2023-09-05,0.5634230599571177,0.2943140666949298,24
2023-09-06,0.02236789873772995,0.0502361167012651,46
2023-09-07,0.9524690722587963,0.7894093328922129,35
2023-09-08,2.290493279679356,2.9173858862171635,1
2023-09-09,0.2167383914928,0.23113995981915103,22
2023-09-10,1.0358348754390339,1.300955995972628,5
2023-09-12,-0.22010251214701776,0.43747743170338044,2
2023-09-13,0.872452523788303,0.42116842728785603,8
2023-10-12,1.7037458666659442,2.4796640822848386,2
2023-10-15,0.5784226807604194,0.6492608098642122,47
2023-10-16,-0.07892579342597593,-0.3546911661161929,22
2023-10-17,-0.5662005045766089,-0.34288354008017013,2
2023-10-18,-0.9758111701783417,-0.7316320851242062,37
2023-10-19,1.1272733426164456,1.203162249313787,47
2023-10-20,-0.3396988052412292,-0.26726513828892445,46
2023-10-21,-0.42231568072354814,-0.3126648819857127,43
2023-10-22,-0.8897984712337569,-0.8111228529668544,47
2023-10-23,-0.8616601206807537,-1.0694704375082458,23
2023-10-24,-1.3924983677909653,-1.3502191914041919,5
2023-10-25,-1.9776948591699546,-1.2171629463327773,6
2023-10-26,-1.2793702021649096,-1.2000229340103494,48
2023-10-27,0.3372982703844941,0.4352738976188275,45
2023-10-28,1.34035715714956,1.4124914140805025,47
2023-10-30,4.905651414745107,4.92606335071476,41
2023-10-31,4.100829003309637,4.085486125735336,38
2023-11-01,2.5547896117178253,2.413864578931221,31
2023-11-02,1.6336009207733,1.7239985725042497,47
2023-11-03,0.6721022705104476,0.7604872089393993,47
2023-11-04,1.4255394061640208,1.345706780590839,37
2023-11-05,1.6330712391548405,1.56972420481026,31
2023-11-06,1.741570367247224,1.8280496378838385,47
2023-11-07,2.47933447330416,2.5627253444525717,48
2023-11-08,2.785093971418558,2.8787012425069496,46
2023-11-09,1.7500314532227232,1.8339788862989124,46
2023-11-10,-0.18789151997845008,-0.10497919737831593,47
2023-11-11,-1.2310149173535305,-1.14534324782648,47
2023-11-12,-1.6157087990639343,-1.5320247950066432,48
2023-11-13,-1.5510376469914298,-1.4882582018963464,46
2023-11-14,-2.794828504900555,-2.0958950708933255,4
2023-11-15,-2.263012431589617,-1.9473322288390988,1
2023-11-17,-1.6246815409964583,-2.0122369697922915,5
2023-11-19,-0.9540425764042182,-1.007323432442671,39
2023-11-20,-0.515629660365981,-0.30868461911340417,36
2023-11-21,1.4171038124730142,1.4741906695250333,46
2023-11-22,3.5349321377945997,3.5989299883026367,37
2023-11-24,7.963377612633554,7.921759774124294,5
2023-11-26,7.629996236631833,7.200492291954812,3
2023-11-27,5.839163255922513,5.98864231579956,5
2023-11-28,1.4301216466475377,1.4594514185979508,6
2023-11-29,0.6761530966347522,0.905191423235385,17
2023-12-02,-1.2272016134781485,-1.099507655917448,37
2023-12-03,0.7149163400046334,0.9133105953994061,30
2023-12-04,2.4061168339912853,1.7599825671914844,4
2023-12-06,0.400917109938261,0.4397196353804487,41
2023-12-07,-1.9381354126310384,-1.6046258798119941,24
2023-12-08,-0.2257356977000417,-0.20469772247861645,43
2023-12-09,-1.6372296088274199,-1.598665302285622,44
2023-12-10,-1.2671176107056836,-1.224516975845107,41
2023-12-12,-0.2192514453421411,-0.2648184910042507,21
2023-12-14,-1.1829601880318101,-1.1673290326295185,42
2023-12-15,-0.925147438769633,-0.9039883216488541,41
2023-12-17,-0.18130864508472702,-0.14558097148344595,43
2023-12-20,4.6628437997098695,5.131281343108783,14
2023-12-24,3.388141708796403,3.3645998525098713,19
2023-12-25,1.9563279042846622,1.9865146273185446,42
2023-12-26,0.33011370661863204,0.26393497200594873,32
2023-12-28,-0.6507053400422147,-0.6386466364431194,19
2023-12-29,-0.022024339848503917,-0.41655059869302674,17
2023-12-30,-0.43870616752593394,-0.10753577291488496,23
2023-12-31,1.0271763749486187,0.5117715126874125,7
2024-01-03,-0.033022764126250936,-0.2943764491502575,15
2024-01-05,1.2783820593596347,0.9960924569787155,19
2024-01-06,1.308707894985539,1.4770193732453747,34
2024-01-08,1.8576754262593953,1.8817255296087279,44
2024-01-09,1.3275417480964968,1.3426312765657673,45
2024-01-10,2.1118793555889486,2.15264849151134,42
2024-01-12,2.411589549263759,2.40947777537652,36
2024-01-13,2.21055017810028,2.2295823035590208,44
2024-01-14,1.0845310158939157,1.127894105017276,42
2024-01-15,1.917460663455646,1.8775530588116618,41
2024-01-16,1.9100568034463887,2.2199362822326134,23
2024-01-17,1.962114943075314,1.8000995510414544,20
2024-01-18,2.6973749673922263,2.689215808016603,45
2024-01-26,-2.3812361412230705,-2.512905977405188,21
2024-01-27,-1.1095269910571814,-1.2452784405357917,38
2024-01-28,-0.5308609774017561,-1.2173924917180496,1
2024-01-30,0.5302846901519879,0.6223308953154792,2
2024-01-31,1.725584641287813,1.5179097322603683,24
2024-02-01,0.6915290530930384,0.7971364271334686,27
2024-02-03,0.10174778807515548,0.2081458814260812,21
2024-02-04,-0.8345718715107,-0.7749099646872029,36
2024-02-09,4.121048628642013,3.9282618959218376,12
2024-02-11,1.7726826886723897,1.9454741413495356,29
2024-02-12,2.2539441699816387,2.1689807308208002,42
2024-02-13,0.181998399466406,0.11715435833087795,44
2024-02-14,1.179209126012069,1.137627650085044,47
2024-02-15,1.1420149370320303,1.1026737333968288,47
2024-02-16,0.9351602943092433,0.888610179277011,46
2024-02-17,0.40479688176783496,0.4076001729972666,27
2024-02-18,-0.9780011918676923,-0.8960751270836876,24
2024-02-19,-0.057824672162944894,-0.5027452251855975,3
2024-02-20,-1.5811482796907317,-1.5401860181566942,21
2024-02-23,1.8172068091903264,2.297045623144296,2
2024-03-01,-1.0166928452558117,-1.0383278533536076,46
2024-03-02,-1.9639738541682756,-1.9661880316697418,43
2024-03-03,-1.220337768655074,-1.254355202884246,46
2024-03-04,-1.103096035493812,-1.1182361996492014,47
2024-03-09,1.654892424715148,1.5370016238690292,12
2024-03-10,0.1502035933943084,0.13354635614775173,48
2024-03-11,-1.1340488197631111,-0.7941371353568621,2
2024-03-12,-0.6062213790515978,-1.0391579057147449,1
2024-03-13,0.5023204336468623,0.3157000534425282,7
2024-03-14,-0.2813842752858252,-0.3338921117268078,3
2024-03-16,-2.5318058036923317,-2.170296963815362,6
2024-03-17,-1.5447238868137545,-1.2975006077132594,5
2024-03-18,-1.9676036230286003,-1.8845889369542554,18
2024-03-19,-0.6886445818957365,-0.8113895111409655,33
2024-03-21,3.042514284701492,3.0233906045144034,46
2024-03-25,2.589504469843158,2.871667954352294,1
2024-03-27,-1.0106170380363846,-1.006970150503669,43
2024-03-28,-2.541467233349481,-2.880655481906877,1
2024-03-29,-2.8356365365113056,-2.8319691556892805,48
2024-04-02,0.21101341832387152,0.13579837531710132,6
2024-04-03,0.09747065812461171,0.1076068192887245,47
2024-04-04,0.22092685107435386,0.22476994063744854,46
2024-04-05,0.1869750313595567,0.1775507941440438,45
2024-04-06,1.332471499924027,1.443552897026994,30
2024-04-07,-0.9571635115549176,-1.0249835728104477,34
2024-04-10,-0.8086615433296092,-0.796620316377993,46
2024-04-11,-0.682358843541373,-0.6721149246141008,46
2024-04-12,-0.8827260204757876,-0.8693303066692786,46
2024-04-13,-2.0410136281173643,-2.2498001873001434,12
2024-04-14,-1.2708614385944246,-1.2212938231672896,42
2024-04-15,2.1746802437275683,2.1914198765850834,48
2024-04-16,3.875041516336463,3.750973160654402,11
2024-04-19,9.7086202727204,9.726954042342298,48
2024-04-22,2.6162588844882055,2.5588586649809204,34
2024-04-23,2.0584641511920503,2.0669412863526926,43
2024-04-26,-0.15803847686285188,-0.14194399287687337,44
2024-04-27,0.821451976925162,0.9278776551640329,14
2024-04-28,-0.7013456047743674,-0.6845188154151061,47
2024-04-29,-2.1536574005003035,-2.134284126611123,45
2024-04-30,-2.5535664150962964,-2.5327227115263473,48
2024-05-01,-1.4759641426189472,-1.4591169686900043,44
2024-05-02,0.766225775798329,0.8189043288495609,41
2024-05-03,2.2767834722898437,2.3014573870608555,45
2024-05-04,3.2270017624119127,3.2489474790427018,47
2024-05-05,3.244613893004911,3.1640451779659093,23
2024-05-06,1.6943423283005479,1.7848213794721977,30
2024-05-07,0.9106243147925495,0.9275685679972026,47
2024-05-08,-1.2810250461930281,-1.2426041178692735,41
2024-05-09,-2.591655280908698,-2.569878948269256,47
2024-05-10,-1.8322026531928204,-1.811865620328656,34
2024-05-11,-1.4616160911132048,-1.4509567539059383,39
2024-05-12,0.5789568223001882,0.5996725388157174,43
2024-05-13,2.273322336236993,2.2002207197001193,22
2024-05-14,4.426341451048067,4.448437312185886,29
2024-05-15,6.257590186519084,6.212538788953085,18
2024-05-16,6.986983806000699,6.825434495789386,11
2024-05-17,7.810167394767794,7.798713627349702,30
2024-05-18,6.358119445470811,6.385715130552901,43
2024-05-19,5.759506927874157,5.785797532468995,45
2024-05-20,4.3434770150356785,4.244485387822438,1
2024-05-21,3.5466566568024365,3.572194572326124,47
2024-05-22,1.3420662557666887,1.3401938089371899,41
2024-05-23,-0.7759334730485719,-0.7538386948318325,45
2024-05-24,-1.8926868985067709,-1.8820059998665903,44
2024-05-25,-1.17623157579479,-1.1537282489276195,47
2024-05-26,-0.5778123643978357,-0.5593765092051167,42
2024-05-27,-0.6065648717074317,-0.6149427954620386,33
2024-05-28,0.2877811938329298,0.27906971826695437,31
2024-05-29,2.13239757266346,2.148297258433821,47
2024-05-30,3.6652813149809007,3.478665959393828,6
2024-05-31,4.335240720594768,4.347258075023608,41
2024-06-01,6.041765366620411,6.052740990083837,42
2024-06-03,3.427650241032793,3.4437843613188504,43
2024-06-05,0.017908750658215705,-0.007924646257441922,31
2024-06-06,0.15049162725403314,-0.01679124372802747,2
2024-06-12,3.956478030166143,3.9510686515262603,38
2024-06-14,4.28204573517224,4.288694844609444,45
2024-06-15,3.904521506983865,3.922590737727478,43
2024-06-16,4.20097776656487,4.215109075777489,48
2024-06-17,4.109132119084414,4.122755208382544,48
2024-06-18,0.88570391005043,0.9021942275118655,47
2024-06-19,-1.8543008878772322,-1.8368999780880122,46
2024-06-20,-4.445717025023177,-4.481330277145819,4
2024-06-22,-3.949405368088558,-3.8760937106786364,3
2024-06-23,0.6246976667641928,0.8098139792834027,9
2024-06-25,3.965205834986103,4.1829433449251505,4
2024-06-27,5.443816980127174,5.460271965802932,31
2024-06-28,4.806295527845859,4.744580194385714,27
2024-06-29,3.8073490548140647,3.6010755558065455,2
