date,rv,rv_corrected,rv_drp,num_binned_obs
2021-01-01,-1.204024229071604,-1.2520205282084267,3.477595849630699,35
2021-01-02,-0.8933008502864025,-1.1350737607070973,3.668658388551127,20
2021-01-03,-1.482090284523467,-1.5482970422682472,2.917677098424498,32
2021-01-04,-2.166183033904527,-2.1742966329592184,2.2642976222914113,36
2021-01-05,-1.5680245187998407,-1.8730611926149294,3.0469981231514565,21
2021-01-06,-1.5541469026637746,-1.8019840252010937,3.1354218093218034,21
2021-01-07,-2.1661180711444956,-2.375631631926417,2.2145898150733867,26
2021-01-08,-2.56042011964169,-2.330216525263923,2.151672397917581,14
2021-01-09,-1.9171354831670522,-1.91112778855422,2.5343787577093435,38
2021-01-10,-1.4510765702899535,-1.4469049520969273,3.264047001186543,37
2021-01-11,-1.7115372767190655,-1.6282711875640021,2.780058769854432,32
2021-01-12,-1.5219074387984037,-1.5050675282515988,3.2605319802018196,27
2021-01-15,-2.332279725373362,-2.336458264681165,2.4737473398720455,39
2021-01-16,-1.967396767756288,-2.0045300087762015,2.2044176833391216,32
2021-01-17,-3.1021559676626116,-3.058961529683039,1.4832629003452835,29
2021-01-23,-0.8940639331664183,-1.4282809125237557,3.5856150140294307,8
2021-01-29,-1.3361326601525618,-1.331391959786092,3.093883478639037,7
2021-01-30,-1.62470391723764,-1.5529282665031563,3.1469098431811116,28
2021-01-31,-2.1156077299648177,-2.0498158469617076,2.340977682927403,15
2021-02-03,-2.0837604147510174,-2.0646342358034495,1.5610851795847536,16
2021-02-04,-3.024994949047514,-3.023764821031278,1.5697791926950755,26
2021-02-05,-2.968837458050222,-3.2099272885814236,1.459689790273666,21
2021-02-06,-2.9072531528132157,-2.946832118110584,1.7271876005878761,33
2021-02-08,-1.4626379296115308,-1.4674110917125445,3.0695184213723747,33
2021-02-09,-1.8284315320665634,-2.2894955267763315,2.465496204699824,10
2021-02-10,-1.7255746580067068,-2.0955786893137267,2.3097091438587514,15
2021-02-11,-2.522460282807234,-2.566057497603182,1.9962466799372525,40
2021-02-12,-1.825132557838134,-1.8605411672337988,2.4471099885698955,34
2021-02-14,-2.4241580254653323,-2.5108702722474585,2.025331913785955,36
2021-02-17,-2.3297979154274175,-2.88857032948137,2.2422051986584757,3
2021-02-18,-2.182575077320881,-2.243353211438397,2.3568622045166965,29
2021-02-20,-1.698574440830757,-1.8324247980663424,2.7291344682539576,25
2021-02-21,-0.8726067197827309,-1.0407445463097806,3.905317579742884,23
2021-02-22,-2.21129477401012,-2.3239535594838063,2.4680424015636193,26
2021-02-23,-2.2471084634052896,-2.5014643355733295,2.899457534342398,17
2021-02-24,-1.5821933040710987,-1.6208474759629357,3.395579765864909,34
2021-02-25,-1.7393755417189032,-1.7397945542253577,3.0706891642646728,32
2021-02-26,-2.3386012832231864,-2.168560543567284,2.546629663284783,9
2021-02-27,-2.442881272929612,-2.229461501488444,2.3176929745393204,13
2021-03-01,-3.593945409550836,-3.616078795024954,1.207402069283825,18
2021-03-02,-3.3758225150411976,-3.3671550162289337,1.4997166014282248,25
2021-03-03,-1.8944893914306595,-1.9542095707393405,2.3949423253815105,9
2021-03-04,-1.356018320980061,-1.66813158232409,3.303591045481835,1
2021-03-05,-1.7644541582171267,-1.7340928541934695,2.9218273982494214,28
2021-03-06,-2.1390542309733815,-2.1565422205579,2.4939006412180165,27
2021-03-10,-2.2355351235389667,-2.2510122557977916,2.17111633401168,29
2021-03-11,-1.7792376570906783,-2.058005094732847,2.554553397413728,7
2021-03-12,-1.4838168121374964,-1.5306976625284932,2.793162700197249,4
2021-03-14,-1.4026392269742445,-1.4779793401811034,3.027174097419705,34
2021-03-17,-1.4206181628862595,-1.5598451900762476,3.1423731635139562,19
2021-03-20,-2.329951681754863,-2.340760861452676,2.006857126002015,34
2021-03-21,-1.8358408854065407,-2.1985651150508527,2.5371972804795195,4
2021-03-22,-1.2316761378199106,-1.2332026514739534,3.327332417366491,38
2021-03-23,-0.7463269896577467,-0.8878940803737907,3.734060315057408,18
2021-03-26,-2.687287564148443,-2.886442907369191,1.90254484737018,20
2021-03-27,-2.2081329094679467,-2.207438741831622,2.41033724960682,35
2021-03-28,-1.754916115705244,-1.761820902578429,2.770441225940168,38
2021-03-30,-2.7429503717397385,-2.746022880236157,1.7555191770727285,37
2021-03-31,-3.2719358316298033,-3.276805314976405,1.2100965473172964,37
2021-04-01,-1.4816580591660582,-1.6149594504701685,2.786742665865538,23
2021-04-02,-1.4494599303870523,-1.4442579882207127,3.030796078606457,35
2021-04-03,-2.036452812149088,-2.033220689129106,2.213150872702907,39
2021-04-04,-2.477540695570739,-2.4761800544690766,1.8496440335405984,35
2021-04-13,-2.1242086030610254,-2.2217128449491588,2.529413506065614,26
2021-04-17,-2.2332521106707377,-2.2126608848471365,2.3149588633637475,33
2021-04-18,-1.642724773298279,-1.6847485279049939,2.800822329825925,22
2021-04-19,-2.2436517219075918,-2.244978522252025,2.137311118682761,37
2021-04-20,-2.2022363298390495,-2.4437289819664585,2.3884671914936595,4
2021-04-21,-1.3087970700068912,-1.2926335173880295,3.182828335462129,25
2021-04-22,-0.9744628211564414,-0.7349021300672173,3.7765808522539634,4
2021-04-23,-1.2919528381182535,-1.3084898014959514,3.157678117670315,29
2021-04-24,0.6606391119892567,0.5870801348836023,4.973435792403724,25
2021-04-25,1.3992481468192202,1.2574040964183864,6.07991781731787,12
2021-04-28,-1.8247664900585217,-1.787937483235239,2.874386972152032,1
2021-04-29,-2.686494873618549,-2.683236555168662,1.8313610726485852,35
2021-04-30,-1.8861057531394378,-1.875460938093439,2.295850838115232,22
2021-05-03,-3.1568470841537106,-3.1437112432617518,0.979742398560135,39
2021-05-04,-3.9779871484932805,-3.9657598302044113,0.2803973454895692,27
2021-05-06,-3.1723421076042544,-3.18816102308839,1.1910019166759822,31
2021-05-07,-2.933319377393987,-2.912613533096481,1.4037591833447882,39
2021-05-10,-2.2228016198616123,-2.1832654912851552,2.0752566727660904,34
2021-05-11,-2.495550918601088,-2.511570057938811,2.025773417597798,35
2021-05-12,-1.7834612675620733,-1.7825612549971015,2.3656458564048632,33
2021-05-13,-2.4942378963160925,-2.460994323879277,1.9755100516107849,16
2021-05-14,-1.976689164904143,-1.9262270823390488,2.1640161828483384,32
2021-05-16,-2.790761292510773,-2.7642638452469783,1.7208613368899783,39
2021-05-17,-2.6806314058051415,-2.6585359455512405,1.5105505700293564,33
2021-05-19,-2.7527508316170266,-2.733824020576547,1.5234080119383986,35
2021-05-20,-1.4066989597921462,-1.5082130401246228,2.524084172740526,16
2021-05-21,-0.8078222852713572,-0.7739023906675121,3.324209582679871,34
2021-05-22,-1.3803739356077789,-1.35498414758784,2.9701048975483424,37
2021-05-26,-1.4326759909359692,-1.4770266504643177,2.9729549544884604,9
2021-05-27,-1.9654557261129735,-1.9355475668739341,2.7636178590696447,36
2021-05-28,-1.7704345113043005,-1.74179550774555,2.6025309990436174,27
2021-05-29,-2.91276862717286,-2.8783016425659875,1.4554117325903393,35
2021-05-30,-3.8601591144124665,-3.838178808883115,0.24787381474788983,31
2021-05-31,-2.4134067015606853,-2.397961283196635,1.6883167183142644,25
2021-06-01,-2.4523784546251606,-2.480699279354411,1.5352276963289668,24
2021-06-02,-1.838627238483396,-1.8345836331230732,2.128083363362787,24
2021-06-03,-2.469424390749352,-2.4303420796802673,1.5098628127446778,30
2021-06-04,-0.8196504116030294,-0.8755027325777532,-8.281900982943569,12
2021-06-05,-0.456242985382546,-0.41006631372372965,3.4974282766557785,34
2021-06-06,-0.711473253115238,-0.6880071822256849,3.3916717888741177,20
2021-06-08,-2.7395406650002907,-2.7098788878806417,1.793685577111237,12
2021-06-09,-2.7470077189850683,-2.8357670876084695,1.8302735774285983,3
2021-06-10,-2.8939910330646805,-2.8025585116716614,1.3957093676605359,19
2021-06-11,-2.8158762487788014,-2.7741631319167235,1.4325931936379765,33
2021-06-12,-2.694016573419759,-2.6530288437139333,1.3273381517001637,26
2021-06-13,-1.782703857858773,-1.7199843412484395,2.1384246592581757,22
2021-06-14,-2.2600312772922533,-2.219412885427631,1.5074951229547828,9
2021-06-15,-0.8137095454751231,-0.7844889553877642,2.436758053119603,1
2021-06-16,-1.3298961876563942,-1.4200278567303606,-3.6120002944313168,10
2021-06-17,-1.3635233665322686,-1.4008196461788116,2.5334227266666787,17
2021-06-18,-1.3159897865867887,-1.346299926019689,2.6922771441256765,16
2021-06-19,-1.8708676681203276,-1.888512182602968,1.925407242519439,11
2021-06-20,-1.0678718567504186,-1.0438335039414557,2.7897114160374548,4
2021-06-21,-2.205629188462984,-2.144751657352665,2.010051261782886,28
2021-06-24,-2.959181749817313,-2.82139903747496,0.38026744716113114,3
2021-06-25,-2.3202306764923852,-2.197348205330096,1.5455639170034452,19
2021-06-26,-1.9147848014900073,-1.8043740729066418,2.167273170241679,9
2021-06-27,-1.1126549462497448,-1.0512452326906685,2.5195429390263424,27
2021-06-30,0.7194950867456212,0.5770671992529839,4.131574226092782,8
2021-07-01,0.10751563645533371,0.26514592014012095,3.252113115049693,5
2021-07-10,-2.330225371762507,-2.2652053164301713,-3.4525003007682686,27
2021-07-11,-2.262032523789452,-2.297543429808028,0.948730645614515,21
2021-07-18,-2.972312268563543,-2.604810566286915,-14.850768580813135,1
2021-07-28,-0.7447983431609848,-0.7665988187482724,2.7946242925083187,33
2021-07-29,-0.8144163856200145,-0.4404206079301144,2.2500698491252358,7
2021-07-30,-0.6381793157898464,-0.9846905564708178,2.461106668129154,9
2021-07-31,-1.7131801043361037,-2.11017525455287,1.5467301220993823,2
2021-08-02,-2.4309096891997495,-2.4602618718844935,0.8503007096544168,30
2021-08-07,-2.6400090151505275,-2.958106986677767,0.3944981661631042,14
2021-08-13,-1.3446200063530105,-1.2264141151348205,1.805205552377065,2
2021-08-16,-0.9565007260768867,-0.8640730472749746,2.1417888993497947,2
2021-08-21,-0.5884326303832356,-0.6968388142008751,3.055727313461154,24
2021-08-22,-0.9676946618910396,-0.9752535854865229,2.816998637137025,40
2021-08-23,-0.8353097463480914,-0.8529746508193425,2.667051085632033,40
2021-08-24,-1.6041562681711203,-1.5913904759614383,1.7630266496510005,44
2021-08-25,-0.38548228897590153,-0.4172713550212873,2.7108208023273184,39
2021-08-26,-0.13914626549428738,-0.23107269387976556,3.174913796669787,36
2021-08-27,0.659646589336133,0.2881506956831262,3.7120459554355056,19
2021-08-29,-1.7061705063047354,-1.840690998818932,1.7549790595252635,33
2021-09-04,-0.2234552647786379,-0.14649640624444313,2.653798451214051,21
2021-09-16,-1.9425988005936266,-1.6701242078304774,1.5299084918790617,14
2021-09-17,-1.6190308000061657,-1.2926379563385177,1.285608430068641,8
2021-09-19,-2.238023435289786,-2.0302753016114914,1.137110658876339,2
2021-09-20,-1.5992819938461638,-1.5788687261597025,1.9678732207569771,43
2021-09-21,-0.6418005167411036,-0.5099162861801675,3.021152330274335,41
2021-09-22,-0.7751657248532388,-1.1690135652223335,2.599439879712895,6
2021-09-23,-1.0592321983430595,-0.47645428580087307,2.5571697356381318,14
2021-09-24,-0.48824378066945856,-0.4740249795546306,2.8724018371339977,5
2021-09-25,-0.4038356886060888,-0.9570673488702427,3.198024409575617,12
2021-09-28,-1.1098510028294102,-1.0712150359464623,2.476329239275654,37
2021-09-29,0.07378338747376725,-0.1883960164642089,3.7777016660651697,12
2021-09-30,-0.6338034536632473,-1.0908852813138241,2.6224255735675106,14
2021-10-01,-0.43764545303866,-0.5868176721853932,3.2987375167778943,10
2021-10-28,-0.3815087714383458,-0.3125843104315826,3.612929492570416,44
2021-10-29,0.9005663047635185,0.9831225159544099,4.8454045687639224,47
2021-10-30,1.2223708591965607,1.3134247682940072,5.494523475911395,46
2021-10-31,0.21953355359753762,0.3090421573393088,4.144763931883566,47
2021-11-01,0.10450163048935386,-0.02652750969789576,4.254007352042066,17
2021-11-02,-0.5142963590412817,-0.8482451918032752,3.843959233968186,23
2021-11-03,-1.1865429597641515,-1.123171806342379,2.7897824373142033,46
2021-11-04,-1.4449272539496822,-1.4092184243023058,2.5934512061137616,43
2021-11-05,-1.145787796877816,-1.259891647641485,2.9540029098644727,28
2021-11-06,-1.2762811638923504,-1.197967137090476,2.207812702033518,48
2021-11-07,-1.8523479552385336,-1.6661686003389893,2.256889487756819,21
2021-11-08,-0.3560818131719674,0.0054901470191424245,3.2363046202804613,32
2021-11-09,-0.6941452538140324,-0.28415161149656254,2.994101071488453,29
2021-11-10,-1.1132263559013509,-1.0359551831486085,2.5723636323855548,48
2021-11-11,-0.8060446695157242,-0.7309616288064132,3.229172189877172,47
2021-11-12,-0.3721064538735599,-0.2873908223704306,3.647006804836206,45
2021-11-13,-2.0413002624023466,-1.969391216318167,2.0357946663726034,48
2021-11-14,-2.83113416321427,-2.7540788900802844,1.2850348126478561,46
2021-11-15,-3.508133686493538,-3.3453802008947324,0.643924990543554,40
2021-11-16,-1.565674886446414,-1.9744147894034885,2.2991784258098447,4
2021-11-18,-1.1725544485927617,-1.223344606577569,2.7113480761381537,34
2021-11-19,-0.9658997638140185,-1.0175043589759203,2.715234178222725,26
2021-11-20,-0.1232071298104074,-0.9369861132276549,3.4204451054649088,1
2021-11-22,-2.038178776935723,-2.1148354298161443,1.2263158351393244,2
2021-11-23,-1.7186084487036304,-2.140039906651518,1.3012315686321552,1
2021-11-24,0.10691531331491681,-0.40625489612929766,3.818102854593053,6
2021-11-25,-2.531689390420654,-1.8184026780867704,0.8387363265457415,4
2021-11-26,-0.5513981504835868,-0.5082932847329654,2.8816032765639488,44
2021-11-27,-0.7608726677352009,-0.7522382999548204,3.0272917566960267,44
2021-11-28,-2.98630807611394,-2.9622549466984274,1.245482995757663,45
2021-11-29,-2.13565258939821,-2.1257396683882566,1.9726402185875624,44
2021-11-30,-2.2659746487183514,-2.130624501870567,1.5631196562087002,37
2021-12-01,-1.8060229959491645,-2.098208069235212,1.4071400407810186,10
2021-12-02,-1.8698448889032047,-1.8361963410169606,1.0885877046872272,29
2021-12-03,-0.7695672802798927,-0.7490971222817916,2.583655025143905,45
2021-12-04,-0.5206056252861283,-1.0080568060722555,2.7611678019409114,5
2021-12-05,-1.5899424568211176,-1.5717014312915845,1.5067602131931812,44
2021-12-06,-2.195511921771277,-2.2426740026417664,1.9191400219200627,39
2021-12-09,-1.2014839481140642,-1.179609154716216,-0.7038444242221109,2
2021-12-10,-0.8366711339079083,-1.0532056217880457,3.027095676904179,21
2021-12-11,-1.6202685102489411,-1.5909134604641006,0.4365707458049428,42
2021-12-12,-2.0579913243406893,-2.0300204333915506,1.7862233623699986,41
2021-12-13,-0.10374472372534467,-0.21460019788668583,3.2521290391746005,6
2021-12-16,1.4501800667273699,1.4802067747106435,4.886163535003041,41
2021-12-17,2.602999563068762,2.1364590074758287,6.279590833437876,9
2021-12-19,1.7391648273450289,1.7448314416939525,5.8517827848557635,37
2021-12-20,0.6650229483336632,0.6845268044712584,5.08170480397907,31
2021-12-23,0.04420652633495118,-0.17286986227649467,3.379901510032979,25
2021-12-26,0.247870125845484,0.7177387162395171,4.102380997178412,3
2022-01-01,-2.947331000888299,-2.9097836815730496,0.690221682257075,29
2022-01-02,-1.8879575638067856,-1.871889882039456,2.2756818890783403,43
2022-01-03,-2.38387585019143,-2.1581228861098425,1.7338186973406833,9
2022-01-04,-1.422124640461211,-1.406836230364589,2.3340664367139663,43
2022-01-05,-0.9791309397978079,-0.9626741014753589,2.8821315566908146,43
2022-01-06,0.07635242778479337,-0.3670448852679355,3.8729594408825063,10
2022-01-07,-0.3641634274537999,-0.3563118022334048,3.004939013300456,44
2022-01-09,-1.437244351161852,-1.0006312673827034,2.3347228778892726,15
2022-01-10,-1.0932180261150382,-1.221782774706292,2.9115208675233317,25
2022-01-13,-0.8338643957329588,-1.0721065473383014,3.5080190450332838,3
2022-01-14,0.9899466188514866,0.4747543217668803,3.7843851546593976,4
2022-01-16,-0.3904958202590028,-0.33583667340368695,3.519869585099089,11
2022-01-17,-0.6505157720318369,-0.45304554069197217,2.6217758189304163,31
2022-01-19,-0.4524866294721676,-0.38957071348474426,3.5867230527818483,2
2022-01-20,-1.3917671468867658,-1.4071435400452912,2.5844872099107796,41
2022-01-21,-1.052244754844129,-1.077838075089444,3.0846933847283875,42
2022-01-23,0.4348415340121793,-0.03285452632903713,3.976088097016217,12
2022-01-24,-0.8994787077876643,-0.8953330290016511,2.9112247742099084,41
2022-01-25,-0.24469359129225887,-0.12475857589693845,4.087060192872638,19
2022-01-27,-1.6156193313262954,-1.6807469236539125,2.598483239583671,39
2022-01-29,-0.048742463996544895,-0.054516005001258624,3.9680452039727587,38
2022-01-30,-0.9063951245885051,-0.9514036950327502,3.0205825159949073,47
2022-01-31,-0.9360266681218766,-1.3921173046749795,3.5614909136612027,14
2022-02-02,-0.06333233944040434,0.15091118470394782,4.562817428988897,10
2022-02-03,0.8778518341646012,0.8256333006391237,5.403892211956141,48
2022-02-04,2.078627576119482,2.0284555155140995,6.394446625502481,48
2022-02-05,1.0003068408946825,0.8351401990878462,5.379322850217583,39
2022-02-06,1.6538919616885037,1.5968285449731467,6.469239795888204,45
2022-02-07,0.5612209752112816,0.32947759520021547,5.356854756358387,34
2022-02-08,0.5325756208146265,0.4631617612039387,5.368528265682793,41
2022-02-09,-0.045577772035242735,-0.09344796200942879,4.815150183837269,48
2022-02-10,0.6690866905815428,0.6163317671546651,4.925370880477953,45
2022-02-11,-0.20240859981769707,-0.23284783722262165,3.859529858078914,46
2022-02-12,-0.1850847948195336,-0.23347821939699884,4.537248703709973,44
2022-02-13,-1.8052774926844095,-1.8517358724976543,2.631337194829997,46
2022-02-14,-1.2575151639102093,-1.3065988186758408,3.260298010342666,46
2022-02-15,-0.5409281796462394,-0.7393360105905736,3.541028241307753,34
2022-02-17,-0.44675385110345467,-0.12993467586556975,3.7890591220649528,13
2022-02-18,-1.3601736871602677,-1.400486930247539,3.0608175335480325,44
2022-02-19,-1.2006850398808975,-1.2361502413429972,3.485396089395243,48
2022-02-20,-1.1710060989029891,-1.5677391379659276,3.3496846281726445,8
2022-02-21,-0.6780539373688225,-1.1230408758796335,3.539993381174056,11
2022-02-22,-2.041452165347963,-2.1097942549637314,2.173739441186151,43
2022-02-24,-3.1485308479463194,-2.742679127438271,0.9458021834510832,7
2022-02-25,-2.1237097453112885,-2.1057837709499503,1.8615816185859613,39
2022-02-26,-2.128613083764939,-2.1684027829508588,2.2622637666158685,47
2022-03-01,-2.163443079515809,-2.2014217314494124,1.647624122639857,47
2022-03-02,-0.3596880566514186,-0.5371953437427145,3.8916563036303087,27
2022-03-03,0.5898523374497829,0.7260950351850751,-8.84990666815244,22
2022-03-04,1.2513494618400727,0.9213804007594611,4.554575355189661,15
2022-03-05,0.7237386812027603,0.6651374718038512,5.635359644840965,43
2022-03-06,1.7573930421050388,1.7231463873769215,6.0181153723987135,46
2022-03-10,-1.099960217969096,-1.1229922699312593,3.5411879560156567,45
2022-03-11,-0.7947802062992246,-0.8169180286774643,3.754664285625986,48
2022-03-12,0.06519608220204257,-0.09607341114623763,4.914640091713607,27
2022-03-13,-0.2730720405676295,-0.2912491514867297,4.130895689663738,48
2022-03-14,-0.3994503621530793,-0.5058073637228794,3.622394745971036,19
2022-03-15,-0.4397436979935767,-0.5815284331933894,-2.308524402822587,30
2022-03-16,-3.0430520618789707,-3.060193469761387,1.4013861532260474,46
2022-03-17,-1.9306686879575237,-1.943870248453226,2.929104425897666,38
2022-03-18,-3.1188498508404696,-3.134236425966494,0.7865201647024866,47
2022-03-20,-1.8431292492303326,-2.119160126625457,2.193909186449461,15
2022-03-21,-2.9084204130708886,-2.9455102251716663,-3.7509725152502504,44
2022-03-22,-2.963395463398491,-3.016447480178715,1.3515104260151123,39
2022-03-23,-1.765205346648104,-1.772359254470402,2.2997535779958334,46
2022-03-24,-1.1499009201803392,-1.1602278479668566,2.8751776112847516,46
2022-03-30,0.6085881386230736,0.49963482240473595,5.375096231693854,30
2022-03-31,1.2332519810699814,1.051615491065796,5.791262886690629,17
2022-04-01,2.4279300312610554,2.4334868274795776,6.880672095793017,46
2022-04-02,2.078431572783957,2.0779797427001627,6.56398346562348,46
2022-04-03,1.4363831990639466,1.4765767512143508,6.123077050078307,28
2022-04-04,-0.22233263880463233,-0.20518841190304943,4.519134261845359,29
2022-04-06,-0.7233918168474737,-0.714500330411885,3.9944183701207114,46
2022-04-07,-0.26809329334394955,-0.26859341254297836,3.987160240983778,44
2022-04-08,0.26653547403148453,0.26366061004465946,4.736132474402521,42
2022-04-09,-0.1209281082881226,-0.26597045497403227,4.5371543880762255,21
2022-04-10,0.1947617219230705,0.1055832886776201,4.694609459735211,31
2022-04-11,-0.7690303857127097,-0.7675893789970734,3.8107294656626323,46
2022-04-12,-1.93558950281958,-1.900298780176251,2.56731272061117,5
2022-04-13,-1.1037052509088205,-1.1004573718917452,3.503778403484259,45
2022-04-14,-0.7812478872561159,-0.7610321230272036,3.3508805752687776,47
2022-04-16,-2.4695299777537256,-2.367653388528495,1.5532527575883304,31
2022-04-17,-1.8460177507810713,-1.8346268172312266,2.267771391910145,48
2022-04-18,-1.1632048729822495,-1.1621393446363864,2.503843594236721,37
2022-04-20,1.9835838106632613,1.9922874939711004,5.9142453209204415,46
2022-04-21,3.4511606235433603,3.4520196355551183,7.483833871372636,45
2022-04-22,4.317649834926071,4.290721134389835,8.79704968076378,36
2022-04-23,2.687764774780448,2.7167208701656556,7.438367936701273,44
2022-04-24,1.0536556736469807,1.0080586275650207,6.37830151148433,35
2022-04-25,0.029587087576980614,0.03969459569405608,5.400745118181227,38
2022-04-26,0.8452718933351402,0.6754612610434474,6.045536374897131,2
2022-04-27,-0.033554999377162664,-0.015439836676590133,4.60828106390565,46
2022-04-28,0.9011086052567564,0.9193109449978417,5.5416184881939,44
2022-04-29,1.0600095633020805,1.0747549593088337,5.423068787829166,46
2022-04-30,1.558476850157002,1.48706669672741,6.216032211242006,16
2022-05-01,1.674157122631175,1.6795059127257894,6.631113515352505,45
2022-05-02,0.01927127189597299,0.03250777255990471,4.657520470182974,47
2022-05-13,-0.6963760144892064,-0.6031308869037237,-6.376947232182295,25
2022-05-14,-0.3758642345470543,-0.35370381713109605,4.048473937000474,44
2022-05-15,-0.1934011568571091,-0.16538063363369226,4.318832656585281,37
2022-05-16,1.855344277169155,1.8787434300872228,6.114717598982522,46
2022-05-17,4.318287190534946,4.312837553205663,8.48883490149488,38
2022-05-18,5.506854894079473,5.528731668684004,9.740095948076233,44
2022-05-19,5.597071865338014,5.6240517487104285,10.11452026883497,46
2022-05-20,4.433905123755603,4.45585264207022,9.028446732398777,43
2022-05-21,3.3525629985430605,3.383639663578409,8.72765880848647,40
2022-05-22,1.5502300738246368,1.6653523644214894,6.66714301651028,23
2022-05-23,-0.021915646030494534,-0.01757078969993693,4.952961822131674,34
2022-05-24,-0.27852625722333857,-0.20548179939442296,4.293218878731131,31
2022-05-25,-0.3405088242737616,-0.3097889348804532,3.8702353968157466,43
2022-05-26,-0.15596411336231983,-0.13275447465628887,3.9667223919189754,38
2022-05-27,0.7032420002499669,0.7374488709694837,4.9130374751705785,43
2022-05-28,0.8465691927333034,1.0120447371552908,5.188088712734906,8
2022-05-29,-0.3632268031563026,-0.3297232124624508,4.210131720526422,37
2022-05-30,-0.33093165851947376,-0.293833034806525,3.8958590159138273,42
2022-05-31,-0.9313814422042671,-0.884763506872327,3.406819263984451,39
2022-06-01,-1.1066836853105146,-1.0591596858449426,3.1007962322845417,40
2022-06-02,-1.8095563976918154,-1.7562676580602887,2.5539821556903597,26
2022-06-03,-1.73634632991891,-1.696593409817935,2.26739828971656,42
2022-06-04,-1.8578493170762493,-1.8507855560838995,1.9494667806642108,28
2022-06-05,-2.154153081402559,-2.1036151137422996,1.7153699412708612,23
2022-06-06,-1.4510030323843846,-1.4082699869159072,2.348151189906611,41
2022-06-07,-2.187696324253127,-2.2998372467385666,1.925972238944973,12
2022-06-08,-1.8250485985408766,-1.6813517329242662,1.407259298872643,16
2022-06-09,0.21725787586470868,0.20335435927686885,3.485496723475534,20
2022-06-11,0.5111050161788181,0.4581395501904437,4.186708113044668,1
2022-12-01,-0.5032191581254668,-0.7288178072540559,0.5861562246589802,5
2022-12-05,2.8677753173338982,2.5861184237237134,3.8169093570704815,21
2022-12-06,2.4944312499720374,2.8049948722327684,4.110183632213178,22
2022-12-07,3.405406331659621,3.6227550909752257,5.04443653973909,22
2022-12-08,1.7652394777266156,1.733700262422831,3.534814200195653,23
2022-12-09,-0.341432674991003,-0.3288583235227308,1.919715485355984,42
2022-12-10,-0.2901409200286851,-0.25356013566061936,2.2323410867842908,43
2022-12-11,-0.5929916730271922,-0.8090692262554567,1.9457688685883445,11
2022-12-13,2.081066299560073,1.577777336093514,3.8425684958786244,1
2022-12-14,1.2371210744638872,0.866108230183871,2.9699964842216,21
2022-12-15,0.3481208235930398,0.3700742468021607,3.669725436812672,41
2022-12-16,0.7376753085756657,0.7308873083671361,18.468439967074165,23
2022-12-17,-0.8487574882263876,-0.9226910846515708,1.3636080904393566,17
2022-12-19,-0.4800725868207184,-0.443204866314648,1.2136635950070929,42
2022-12-21,0.7624777242631979,0.7831178509085379,2.4159588934492726,39
2022-12-23,1.7345268864242145,1.7510207152560988,3.052364391965896,42
